"height","block_counts","coalesce"
"3400572","7","0"
"3400573","3","0"
"3400574","7","0"
"3400575","2","1"
"3400576","6","0"
"3400577","5","0"
"3400578","5","0"
"3400579","8","0"
"3400580","2","0"
"3400581","7","0"
"3400582","4","0"
"3400583","8","0"
"3400584","6","0"
"3400585","4","0"
"3400586","4","0"
"3400587","2","0"
"3400588","6","0"
"3400589","5","0"
"3400590","1","0"
"3400591","3","0"
"3400592","4","0"
"3400593","3","0"
"3400594","10","0"
"3400595","2","0"
"3400596","5","0"
"3400597","5","0"
"3400598","7","0"
"3400599","3","0"
"3400600","8","0"
"3400601","5","3"
"3400602","5","0"
"3400603","6","0"
"3400604","4","0"
"3400605","3","0"
"3400606","6","1"
"3400607","3","0"
"3400608","8","0"
"3400609","3","0"
"3400610","6","0"
"3400611","2","0"
"3400612","4","0"
"3400613","3","0"
"3400614","8","0"
"3400615","9","0"
"3400616","4","0"
"3400617","4","0"
"3400618","5","0"
"3400619","4","0"
"3400620","6","0"
"3400621","3","0"
"3400622","10","0"
"3400623","4","0"
"3400624","4","0"
"3400625","3","0"
"3400626","5","0"
"3400627","3","0"
"3400628","3","0"
"3400629","4","0"
"3400630","3","0"
"3400631","2","0"
"3400632","5","1"
"3400633","2","0"
"3400634","2","0"
"3400635","3","0"
"3400636","1","0"
"3400637","3","0"
"3400638","5","0"
"3400639","5","0"
"3400640","3","0"
"3400641","7","0"
"3400642","5","0"
"3400643","5","0"
"3400644","6","0"
"3400645","5","0"
NULL,NULL,"4"
"3400647","4","0"
"3400648","2","0"
"3400649","7","0"
"3400650","5","0"
"3400651","5","0"
"3400652","6","0"
"3400653","4","0"
"3400654","4","0"
"3400655","6","0"
"3400656","4","0"
"3400657","3","0"
"3400658","12","0"
"3400660","5","1"
"3400661","6","0"
"3400662","5","0"
"3400663","4","0"
"3400664","5","0"
"3400665","5","0"
"3400667","10","0"
"3400668","3","0"
"3400669","4","0"
"3400670","5","0"
"3400671","2","0"
"3400672","4","0"
"3400673","3","0"
"3400674","4","0"
"3400675","4","0"
"3400676","6","0"
"3400677","2","0"
"3400678","6","0"
"3400679","3","0"
"3400680","4","1"
"3400681","5","0"
"3400682","4","0"
"3400683","4","0"
"3400684","3","0"
"3400685","8","0"
"3400686","6","0"
"3400687","3","0"
"3400688","6","0"
"3400689","4","0"
"3400690","5","0"
"3400691","3","0"
"3400692","3","0"
"3400693","3","1"
"3400694","5","0"
"3400695","10","0"
"3400696","5","0"
"3400697","8","0"
"3400698","7","0"
"3400699","7","0"
"3400700","3","0"
"3400701","4","0"
"3400702","3","0"
"3400703","3","0"
"3400704","4","0"
"3400705","7","0"
"3400706","8","0"
"3400707","5","1"
"3400708","2","0"
"3400709","4","0"
"3400710","5","0"
"3400711","2","0"
"3400712","4","0"
"3400713","3","0"
"3400714","5","0"
"3400715","7","0"
"3400716","6","0"
"3400717","4","0"
"3400718","3","0"
"3400719","4","0"
"3400720","7","0"
"3400721","2","0"
"3400722","10","0"
"3400723","5","0"
"3400724","3","0"
"3400725","3","0"
"3400726","3","1"
"3400727","6","0"
"3400728","8","0"
"3400729","7","0"
"3400730","3","0"
"3400731","8","0"
"3400732","3","0"
"3400733","8","0"
"3400734","7","0"
"3400735","5","0"
"3400736","7","0"
NULL,NULL,"1"
"3400738","8","0"
"3400739","4","0"
"3400740","4","0"
"3400741","2","0"
"3400742","7","0"
"3400743","5","0"
"3400744","6","0"
"3400745","5","0"
"3400746","6","0"
"3400747","11","0"
"3400748","7","0"
"3400749","8","0"
"3400750","4","4"
"3400751","2","2"
"3400752","3","0"
"3400753","7","0"
"3400754","4","0"
"3400755","1","2"
"3400756","3","0"
"3400757","9","0"
"3400758","7","0"
"3400759","9","0"
"3400760","6","0"
"3400761","4","0"
"3400762","8","0"
"3400763","3","0"
"3400764","6","0"
"3400765","8","0"
"3400766","8","2"
"3400767","9","0"
"3400768","8","0"
"3400769","6","0"
"3400770","8","0"
"3400771","3","0"
"3400772","4","0"
"3400773","5","0"
"3400774","6","0"
"3400775","5","0"
"3400776","7","0"
"3400777","3","0"
"3400778","3","0"
"3400779","4","0"
"3400780","7","0"
"3400781","3","0"
"3400782","1","0"
"3400783","6","0"
"3400784","1","0"
"3400785","9","0"
"3400786","5","0"
"3400787","2","0"
"3400788","7","0"
"3400789","7","0"
"3400790","4","1"
"3400791","3","1"
"3400792","4","0"
"3400793","5","0"
"3400794","6","0"
"3400795","4","0"
"3400796","2","0"
"3400797","6","0"
"3400798","5","0"
"3400799","8","0"
"3400800","6","0"
"3400801","4","0"
"3400802","8","0"
"3400803","5","0"
"3400804","2","0"
"3400805","5","0"
"3400806","5","0"
"3400807","9","0"
"3400808","7","0"
"3400809","2","0"
"3400810","4","0"
"3400811","9","0"
"3400812","4","0"
"3400813","5","0"
"3400814","4","0"
"3400815","5","0"
"3400816","2","0"
"3400817","1","0"
"3400818","4","0"
"3400819","4","0"
"3400820","6","0"
"3400821","1","0"
"3400822","7","0"
"3400823","5","0"
"3400824","4","0"
"3400825","4","0"
"3400826","6","0"
"3400827","3","0"
"3400828","2","0"
"3400829","5","0"
"3400830","6","0"
"3400831","3","0"
"3400832","10","0"
"3400833","6","0"
"3400834","7","0"
"3400835","5","0"
"3400836","10","1"
"3400837","1","0"
"3400838","3","0"
"3400839","5","0"
"3400840","3","0"
"3400841","4","0"
"3400842","4","0"
"3400843","6","0"
"3400844","4","0"
"3400845","4","0"
"3400846","5","0"
"3400847","4","0"
"3400848","5","0"
"3400849","5","0"
"3400850","3","0"
"3400851","3","0"
"3400852","2","0"
"3400853","4","0"
"3400854","4","1"
"3400855","3","0"
"3400856","5","0"
"3400857","2","0"
"3400858","2","0"
"3400859","4","0"
"3400860","3","0"
"3400861","2","0"
"3400862","3","0"
NULL,NULL,"4"
"3400864","3","1"
"3400865","3","0"
"3400866","2","0"
"3400867","5","0"
"3400868","4","0"
"3400869","4","0"
"3400870","3","0"
"3400871","12","0"
"3400872","3","0"
"3400873","3","0"
"3400874","5","0"
"3400875","6","0"
"3400876","2","0"
"3400877","5","0"
"3400878","8","0"
"3400879","3","0"
"3400880","2","0"
"3400881","8","0"
"3400882","8","1"
"3400883","2","0"
"3400884","3","0"
"3400885","6","0"
"3400886","3","0"
"3400887","6","1"
"3400888","5","0"
"3400889","3","0"
"3400890","4","0"
"3400891","5","0"
"3400892","7","0"
"3400893","7","0"
"3400894","8","0"
"3400895","4","0"
"3400896","5","0"
"3400897","7","0"
"3400898","8","0"
"3400899","7","0"
"3400900","8","0"
"3400901","1","0"
"3400902","6","0"
"3400903","3","0"
"3400904","3","0"
"3400905","6","1"
"3400906","5","0"
"3400907","7","0"
"3400908","7","0"
"3400909","3","0"
"3400910","4","0"
"3400911","9","0"
"3400912","3","0"
"3400913","3","0"
"3400914","8","0"
"3400915","6","0"
"3400916","9","0"
"3400917","5","0"
"3400918","8","0"
"3400919","5","0"
"3400920","2","0"
"3400921","1","0"
"3400922","4","0"
"3400923","3","0"
"3400924","6","0"
"3400925","9","0"
"3400926","3","1"
"3400927","6","0"
"3400928","2","0"
"3400929","2","0"
"3400930","4","0"
"3400931","3","0"
"3400932","5","0"
"3400933","9","0"
"3400934","7","0"
"3400935","4","0"
"3400936","4","0"
"3400937","8","0"
"3400938","3","0"
"3400939","4","1"
"3400940","3","0"
"3400941","5","0"
"3400942","5","0"
"3400943","9","0"
"3400944","3","0"
"3400945","5","0"
"3400946","3","0"
"3400947","4","0"
"3400948","6","0"
"3400949","2","0"
"3400950","2","0"
"3400951","9","0"
"3400952","2","0"
"3400953","2","0"
"3400954","7","0"
"3400955","7","0"
"3400956","7","0"
"3400957","9","0"
"3400958","7","0"
"3400959","4","0"
"3400960","8","0"
"3400961","3","0"
"3400962","7","0"
"3400963","10","0"
"3400964","5","0"
"3400965","6","0"
"3400966","3","0"
"3400967","6","0"
"3400968","6","0"
"3400969","8","0"
"3400970","3","0"
"3400971","4","0"
"3400972","6","0"
"3400973","5","0"
"3400974","3","0"
"3400975","3","0"
"3400976","4","0"
"3400977","3","0"
"3400978","6","0"
"3400980","4","0"
"3400981","9","0"
"3400982","5","0"
"3400983","3","0"
"3400984","6","0"
"3400985","3","0"
"3400986","3","0"
"3400987","7","0"
"3400988","5","0"
"3400989","3","1"
"3400990","5","0"
"3400991","6","0"
"3400992","6","0"
"3400993","4","0"
"3400994","8","0"
"3400995","4","1"
"3400996","4","0"
"3400997","8","0"
"3400998","5","0"
"3400999","5","0"
"3401000","4","0"
"3401001","3","0"
"3401002","3","0"
"3401003","3","0"
"3401004","8","0"
"3401005","5","0"
"3401006","4","1"
"3401007","6","0"
"3401008","4","0"
"3401009","6","0"
"3401010","8","0"
"3401011","4","0"
"3401012","2","0"
"3401013","6","0"
"3401014","5","0"
"3401015","4","0"
"3401016","2","0"
"3401017","4","0"
"3401018","6","0"
"3401019","5","0"
"3401020","5","0"
"3401021","2","1"
"3401022","2","0"
"3401023","3","0"
"3401024","3","0"
"3401025","9","0"
"3401026","2","0"
"3401027","7","0"
"3401028","4","0"
"3401029","5","0"
"3401030","2","0"
"3401031","5","0"
"3401032","5","0"
"3401033","3","0"
"3401034","5","0"
"3401035","7","1"
"3401036","4","0"
"3401037","3","0"
"3401038","2","0"
"3401039","9","0"
"3401040","6","0"
"3401041","3","0"
"3401042","5","0"
"3401043","9","0"
"3401044","6","0"
"3401045","5","0"
"3401046","5","0"
"3401047","8","0"
"3401048","2","0"
"3401049","6","0"
"3401050","7","0"
"3401051","2","0"
"3401052","9","0"
"3401053","4","0"
"3401054","3","0"
"3401055","2","0"
"3401056","5","0"
"3401057","3","0"
"3401058","6","0"
"3401059","3","0"
"3401060","7","0"
"3401062","3","0"
"3401063","6","0"
"3401064","5","0"
"3401065","5","0"
"3401066","5","0"
"3401067","1","0"
"3401068","4","0"
"3401069","5","1"
"3401070","6","0"
"3401071","7","0"
"3401073","2","0"
"3401074","1","0"
"3401075","5","0"
"3401076","6","0"
"3401077","9","0"
"3401078","11","0"
"3401079","5","0"
"3401080","6","0"
"3401081","8","0"
"3401082","6","0"
"3401083","1","0"
"3401084","6","0"
"3401085","2","0"
"3401086","2","0"
"3401087","12","0"
"3401088","4","0"
"3401089","1","0"
"3401090","8","0"
"3401091","4","0"
"3401092","4","0"
"3401093","6","0"
"3401094","6","0"
"3401095","4","0"
"3401096","4","0"
"3401097","6","0"
"3401098","7","0"
"3401099","5","0"
"3401100","6","0"
"3401101","7","0"
"3401102","6","0"
"3401103","7","0"
"3401104","6","0"
"3401105","7","0"
"3401106","6","0"
"3401107","5","0"
"3401108","7","0"
"3401109","5","0"
"3401110","9","0"
"3401111","6","0"
"3401112","5","1"
"3401113","3","3"
"3401114","1","0"
"3401115","6","0"
"3401116","1","6"
"3401117","9","0"
"3401118","2","0"
"3401119","1","0"
"3401120","4","0"
"3401121","10","0"
"3401122","8","0"
"3401123","4","0"
"3401124","3","0"
"3401125","3","2"
"3401126","5","0"
"3401127","5","0"
"3401128","5","0"
"3401129","2","0"
"3401130","3","0"
"3401131","7","0"
"3401132","6","0"
"3401133","8","0"
"3401134","8","0"
"3401135","6","0"
"3401136","2","0"
"3401137","7","0"
"3401138","4","0"
"3401139","3","0"
"3401140","4","0"
"3401141","4","0"
"3401142","3","0"
"3401143","1","0"
"3401144","6","0"
"3401145","3","0"
"3401146","5","0"
"3401147","3","2"
"3401148","3","0"
"3401149","3","0"
"3401150","4","0"
"3401151","3","0"
"3401152","7","0"
"3401153","7","0"
"3401154","5","0"
"3401155","2","0"
"3401156","1","0"
"3401157","5","0"
"3401158","5","0"
"3401159","3","0"
"3401160","5","0"
"3401161","3","0"
"3401162","4","0"
"3401163","4","0"
"3401164","5","0"
"3401165","5","0"
"3401166","1","0"
"3401167","4","0"
"3401168","5","0"
"3401169","3","0"
"3401170","5","0"
"3401171","4","0"
"3401172","3","0"
"3401173","5","0"
"3401174","3","0"
"3401175","2","0"
"3401176","6","0"
"3401177","10","0"
"3401178","2","1"
"3401179","4","0"
"3401180","3","1"
"3401181","4","0"
"3401182","7","0"
"3401183","4","0"
"3401184","3","0"
"3401185","4","0"
"3401186","6","0"
"3401187","5","0"
"3401188","4","0"
"3401189","5","0"
"3401190","5","0"
"3401191","4","0"
"3401192","6","0"
"3401193","8","0"
"3401194","4","2"
"3401195","4","0"
"3401196","8","0"
"3401197","3","0"
"3401198","4","0"
"3401199","4","0"
"3401200","6","0"
"3401201","6","0"
"3401202","4","0"
"3401203","8","0"
"3401204","3","2"
"3401205","1","0"
"3401206","8","0"
"3401207","5","0"
"3401208","3","0"
"3401209","6","0"
"3401210","7","0"
"3401211","5","0"
"3401212","5","0"
"3401213","7","0"
"3401214","4","0"
"3401215","9","0"
"3401216","5","0"
"3401217","1","0"
"3401218","8","0"
"3401219","3","0"
"3401220","4","0"
"3401221","5","0"
"3401222","5","0"
"3401223","7","0"
"3401224","6","0"
"3401225","4","0"
"3401226","6","0"
"3401227","6","0"
"3401228","5","0"
"3401229","3","3"
"3401230","3","0"
"3401231","4","0"
"3401232","5","0"
"3401233","2","0"
"3401234","4","0"
"3401235","3","0"
"3401236","4","0"
"3401237","3","0"
"3401238","3","1"
"3401239","6","0"
"3401240","3","0"
"3401241","6","0"
"3401242","11","0"
"3401243","4","0"
"3401244","5","0"
"3401245","6","0"
"3401246","8","0"
"3401247","9","0"
"3401248","4","0"
"3401249","5","0"
"3401250","3","0"
"3401251","8","0"
"3401252","5","0"
"3401253","3","0"
"3401254","4","0"
"3401255","7","0"
"3401256","3","0"
"3401257","5","0"
"3401258","8","0"
"3401259","4","0"
"3401260","4","1"
"3401261","5","0"
"3401262","5","0"
"3401263","5","0"
"3401264","4","0"
"3401265","6","0"
"3401266","3","0"
"3401267","5","0"
"3401268","4","0"
"3401269","4","0"
"3401270","7","0"
"3401271","2","0"
"3401272","5","1"
"3401273","8","0"
"3401274","3","0"
"3401275","7","0"
"3401276","8","0"
"3401277","4","0"
"3401278","6","0"
"3401279","6","0"
"3401280","5","0"
"3401281","7","0"
"3401282","2","1"
"3401283","2","0"
"3401284","6","0"
"3401286","5","0"
"3401287","6","0"
"3401288","7","0"
"3401289","6","1"
"3401290","4","0"
"3401291","6","0"
"3401292","5","0"
"3401293","10","0"
"3401294","1","0"
"3401295","10","0"
"3401296","7","0"
"3401297","6","0"
"3401298","4","0"
"3401299","4","0"
"3401300","2","0"
"3401301","1","0"
"3401302","5","0"
"3401303","7","0"
"3401304","6","0"
"3401305","4","0"
"3401306","7","0"
"3401307","5","0"
"3401308","8","0"
"3401309","6","0"
"3401310","5","0"
"3401311","3","0"
"3401312","4","0"
"3401313","6","0"
"3401314","7","0"
"3401315","5","1"
"3401316","2","0"
"3401317","4","0"
"3401318","2","0"
"3401319","5","0"
"3401320","4","0"
"3401321","4","0"
"3401322","5","0"
"3401323","5","0"
"3401324","6","0"
"3401325","6","0"
"3401326","2","0"
"3401327","3","1"
"3401328","2","0"
"3401330","6","0"
"3401331","11","0"
"3401332","5","0"
"3401333","7","0"
"3401334","3","0"
"3401335","10","0"
"3401336","8","0"
"3401337","4","0"
"3401338","7","0"
"3401339","9","0"
"3401340","13","0"
"3401341","8","0"
"3401342","4","0"
"3401343","7","0"
"3401344","2","0"
"3401345","7","0"
"3401346","3","0"
"3401347","9","0"
"3401348","3","0"
"3401349","6","0"
"3401350","8","0"
"3401351","3","0"
"3401352","1","0"
"3401353","5","0"
"3401354","5","0"
"3401355","6","0"
"3401356","4","0"
"3401357","5","0"
"3401358","8","0"
"3401359","4","0"
"3401360","6","0"
"3401361","5","0"
"3401362","8","0"
"3401363","6","0"
"3401364","6","0"
"3401365","5","0"
"3401366","5","0"
"3401367","6","3"
"3401368","9","0"
"3401369","3","0"
"3401370","7","0"
"3401371","10","0"
"3401372","8","0"
"3401373","3","0"
"3401374","6","0"
"3401375","1","0"
"3401376","3","0"
"3401377","4","0"
"3401378","5","0"
"3401379","5","0"
"3401380","3","0"
"3401381","9","0"
"3401382","5","0"
"3401383","7","0"
"3401384","4","0"
"3401385","8","0"
"3401386","7","0"
"3401387","4","0"
"3401388","5","0"
"3401389","7","0"
"3401390","2","0"
"3401391","8","0"
"3401392","1","0"
"3401393","6","0"
"3401394","5","0"
"3401395","4","0"
"3401396","3","0"
"3401397","7","0"
"3401398","2","0"
"3401399","4","0"
"3401400","11","0"
"3401401","2","0"
"3401402","2","0"
"3401403","4","0"
"3401404","4","0"
"3401405","4","0"
"3401406","6","0"
"3401407","5","0"
"3401408","5","0"
"3401409","2","0"
"3401410","3","0"
"3401411","4","0"
"3401412","7","0"
"3401413","2","0"
"3401414","6","0"
"3401415","2","0"
"3401416","3","0"
"3401417","3","0"
"3401418","5","0"
"3401419","6","0"
"3401420","7","0"
"3401421","5","0"
"3401422","5","1"
"3401423","2","0"
"3401424","2","0"
"3401425","3","0"
"3401426","4","0"
"3401427","8","0"
"3401428","5","0"
"3401429","3","0"
"3401430","4","0"
"3401431","8","0"
"3401432","8","0"
"3401433","1","0"
"3401434","4","0"
"3401435","4","0"
"3401436","5","0"
"3401437","5","0"
"3401438","3","0"
"3401439","4","0"
"3401440","7","0"
"3401441","8","0"
"3401442","4","0"
"3401443","7","0"
"3401444","1","0"
"3401445","3","0"
"3401446","4","0"
"3401447","5","0"
"3401448","9","0"
"3401449","6","0"
"3401450","5","0"
"3401451","3","0"
"3401452","1","0"
"3401453","2","0"
"3401454","11","1"
"3401455","8","0"
"3401456","5","0"
"3401457","3","0"
"3401458","8","0"
"3401459","6","0"
"3401460","2","0"
"3401461","7","0"
"3401462","7","0"
"3401463","7","0"
"3401464","2","0"
"3401465","3","0"
"3401466","5","0"
"3401467","4","0"
"3401468","6","0"
"3401469","6","0"
"3401470","6","0"
"3401471","4","0"
"3401472","2","0"
"3401473","4","0"
"3401474","6","0"
"3401475","9","0"
"3401476","5","0"
"3401477","6","0"
"3401478","5","0"
"3401479","6","0"
"3401480","8","0"
"3401481","7","0"
"3401482","3","0"
"3401483","2","0"
"3401484","7","0"
"3401485","7","0"
"3401486","3","0"
"3401487","6","0"
"3401488","3","0"
"3401489","4","4"
"3401490","6","0"
"3401491","3","0"
"3401492","3","0"
"3401494","3","0"
"3401495","7","0"
"3401496","4","0"
"3401497","5","0"
"3401498","5","0"
"3401499","6","0"
"3401500","4","0"
"3401501","3","0"
"3401502","4","0"
"3401503","3","0"
"3401504","5","0"
"3401505","8","0"
"3401506","6","0"
"3401507","5","0"
"3401508","6","0"
"3401509","4","0"
"3401510","4","0"
"3401511","6","0"
"3401512","2","0"
"3401513","9","0"
"3401514","3","0"
"3401515","7","1"
"3401516","4","0"
"3401517","4","0"
"3401518","6","0"
"3401519","2","0"
"3401520","3","0"
"3401521","10","1"
"3401522","4","5"
"3401523","1","1"
"3401524","1","0"
"3401525","3","0"
"3401526","6","0"
"3401527","7","0"
"3401528","10","0"
"3401529","4","0"
"3401530","4","0"
"3401531","9","0"
"3401532","6","0"
"3401533","5","0"
"3401534","9","0"
"3401535","5","0"
"3401536","3","0"
"3401537","2","0"
"3401538","7","0"
"3401539","3","0"
"3401540","4","0"
"3401541","5","0"
"3401542","8","0"
"3401543","3","4"
"3401544","3","2"
"3401545","4","0"
"3401546","4","0"
"3401547","4","0"
"3401548","6","3"
"3401549","5","2"
"3401550","10","0"
"3401551","5","0"
"3401552","6","0"
"3401553","4","0"
"3401554","9","0"
"3401555","4","0"
"3401556","4","0"
"3401557","3","0"
"3401558","10","0"
"3401559","4","0"
"3401560","8","0"
"3401561","5","0"
"3401562","3","0"
"3401563","9","0"
"3401564","3","1"
"3401565","6","0"
"3401566","3","2"
"3401567","7","2"
"3401568","10","0"
"3401569","1","4"
"3401570","2","0"
"3401571","3","0"
"3401572","3","0"
"3401573","5","0"
"3401574","4","0"
"3401575","5","0"
"3401576","2","0"
"3401577","2","0"
"3401578","5","0"
"3401579","4","0"
"3401580","2","0"
"3401581","2","0"
"3401582","4","0"
"3401583","2","0"
"3401584","6","0"
"3401585","3","0"
"3401586","5","0"
"3401587","9","0"
"3401588","6","0"
"3401589","2","0"
"3401590","7","0"
"3401591","6","0"
"3401592","5","0"
"3401593","5","0"
"3401594","7","0"
"3401595","3","0"
"3401596","3","0"
"3401597","3","0"
"3401598","3","0"
"3401599","3","0"
"3401600","7","0"
"3401601","4","0"
"3401602","1","0"
"3401603","9","0"
"3401605","6","0"
"3401606","8","0"
"3401607","3","0"
"3401608","6","0"
"3401609","5","0"
"3401610","1","0"
"3401611","2","0"
"3401612","9","0"
"3401613","6","0"
"3401614","5","0"
"3401615","7","0"
"3401616","6","0"
"3401617","1","0"
"3401618","5","0"
"3401619","3","0"
"3401620","10","0"
"3401621","6","0"
"3401622","2","0"
"3401623","5","0"
"3401624","4","0"
"3401625","4","2"
"3401626","9","0"
"3401627","3","0"
"3401628","7","1"
"3401629","2","0"
"3401630","6","0"
"3401631","7","0"
"3401632","4","1"
"3401633","2","0"
"3401634","6","0"
"3401635","9","0"
"3401636","8","0"
"3401637","5","0"
"3401638","6","0"
"3401639","6","0"
"3401640","5","0"
"3401641","6","0"
"3401642","7","0"
"3401643","4","0"
"3401644","7","0"
"3401645","10","0"
"3401646","6","0"
"3401647","4","0"
"3401648","5","1"
"3401649","7","0"
"3401650","3","0"
"3401651","8","0"
"3401652","2","0"
"3401653","1","0"
"3401654","3","0"
"3401655","1","0"
"3401656","3","0"
"3401657","7","0"
"3401658","3","0"
"3401659","4","0"
"3401660","7","0"
"3401661","3","0"
"3401662","5","0"
"3401663","5","0"
"3401664","6","0"
"3401665","4","0"
"3401666","3","0"
"3401667","6","0"
"3401668","5","0"
"3401669","7","0"
"3401670","3","0"
"3401671","5","0"
"3401672","6","1"
"3401673","2","0"
"3401674","5","0"
"3401675","6","0"
"3401676","4","0"
"3401677","8","0"
"3401678","5","0"
"3401679","10","0"
"3401680","8","0"
"3401681","7","0"
"3401682","4","0"
"3401683","5","0"
"3401684","7","0"
"3401685","8","0"
"3401686","7","0"
"3401687","7","0"
"3401688","3","0"
"3401689","7","0"
"3401690","5","0"
"3401691","6","0"
"3401692","6","0"
"3401693","4","0"
"3401694","3","0"
"3401695","5","0"
"3401696","3","0"
"3401697","8","0"
"3401698","3","3"
"3401699","2","0"
"3401700","6","0"
"3401701","7","0"
"3401702","5","0"
"3401703","5","0"
"3401704","4","0"
"3401705","4","0"
"3401706","4","0"
"3401707","5","0"
"3401708","4","0"
"3401709","3","0"
"3401710","3","0"
"3401711","1","0"
"3401712","4","0"
"3401713","7","0"
"3401714","8","0"
"3401715","7","0"
"3401716","3","0"
"3401717","4","0"
"3401718","4","0"
"3401719","2","0"
"3401720","3","0"
"3401721","3","1"
"3401722","9","0"
"3401723","3","1"
"3401724","5","0"
"3401725","2","0"
"3401726","2","0"
"3401727","3","0"
"3401728","5","0"
"3401729","3","0"
"3401730","9","0"
"3401731","2","0"
"3401732","7","0"
"3401733","7","0"
"3401734","5","0"
"3401735","1","0"
"3401736","8","0"
"3401737","6","0"
"3401738","4","0"
"3401739","6","0"
"3401740","3","0"
"3401741","4","0"
"3401742","1","0"
"3401743","3","0"
"3401744","4","0"
"3401745","2","0"
"3401746","6","0"
"3401747","3","0"
"3401748","7","0"
"3401749","2","0"
"3401750","4","0"
"3401751","4","0"
"3401752","5","0"
"3401753","2","0"
"3401754","3","0"
"3401755","3","0"
"3401756","6","0"
"3401757","6","0"
"3401758","5","0"
"3401759","4","0"
"3401760","5","0"
"3401761","4","0"
"3401762","8","0"
"3401763","7","0"
"3401764","5","0"
"3401765","5","0"
"3401766","6","0"
"3401767","7","0"
"3401768","4","0"
"3401770","2","0"
"3401771","6","0"
"3401772","2","0"
"3401773","8","0"
"3401774","5","0"
"3401775","6","0"
"3401776","5","0"
"3401777","7","0"
"3401778","1","0"
"3401779","3","0"
"3401780","6","0"
"3401781","3","0"
"3401782","6","0"
"3401783","2","1"
"3401784","7","0"
"3401785","1","0"
"3401786","6","1"
"3401787","5","0"
"3401788","10","0"
"3401789","4","0"
"3401790","6","0"
"3401791","3","3"
"3401792","4","0"
"3401793","6","0"
"3401794","6","0"
"3401795","4","0"
"3401796","4","0"
"3401797","2","0"
"3401798","4","0"
"3401799","3","0"
"3401800","5","0"
"3401801","6","0"
"3401802","6","0"
"3401803","7","0"
"3401804","3","0"
"3401805","4","0"
"3401806","4","0"
"3401807","5","0"
"3401808","10","0"
"3401809","2","0"
"3401810","9","0"
"3401811","5","0"
"3401812","3","0"
"3401813","2","0"
"3401814","5","0"
"3401815","3","0"
"3401816","3","0"
"3401817","7","0"
"3401818","2","1"
"3401819","5","0"
"3401820","3","0"
"3401821","4","0"
"3401822","7","0"
"3401823","6","0"
"3401824","5","0"
"3401825","3","0"
"3401826","4","0"
"3401827","3","0"
"3401828","9","0"
"3401829","3","0"
"3401830","4","0"
"3401831","4","0"
"3401832","4","0"
"3401833","5","0"
"3401834","8","0"
"3401835","4","0"
"3401836","4","0"
"3401837","6","0"
"3401838","2","0"
"3401839","2","0"
"3401840","12","0"
"3401841","2","0"
"3401842","3","0"
"3401843","5","0"
"3401844","10","0"
"3401845","3","6"
"3401846","3","0"
"3401847","8","0"
"3401848","3","0"
"3401849","2","0"
"3401850","3","0"
"3401851","5","0"
"3401852","3","0"
"3401853","4","0"
"3401854","4","0"
"3401855","4","0"
"3401856","2","0"
"3401857","5","0"
"3401858","2","0"
"3401859","7","0"
"3401860","4","0"
"3401861","6","0"
"3401862","4","0"
"3401863","6","0"
"3401864","4","0"
"3401865","4","0"
"3401866","6","0"
"3401867","5","0"
"3401868","12","0"
"3401869","5","0"
"3401870","6","1"
"3401871","5","0"
"3401872","7","0"
"3401873","1","1"
"3401874","4","0"
"3401875","7","0"
"3401876","6","0"
"3401877","9","0"
"3401878","3","1"
"3401879","3","0"
"3401880","1","0"
"3401881","4","0"
"3401882","5","0"
"3401883","9","0"
"3401884","3","0"
"3401885","6","0"
"3401886","2","0"
"3401887","7","0"
"3401888","3","2"
"3401889","3","1"
"3401890","6","0"
"3401891","5","0"
"3401892","2","1"
"3401893","6","0"
"3401894","8","0"
"3401895","4","0"
"3401896","5","0"
"3401897","4","0"
"3401898","4","0"
"3401899","4","0"
"3401900","4","0"
"3401901","9","0"
"3401902","3","0"
"3401903","4","0"
"3401904","7","0"
"3401905","3","0"
"3401906","6","0"
"3401907","4","0"
"3401908","5","0"
"3401909","5","0"
"3401910","4","0"
"3401912","6","0"
"3401913","3","0"
"3401914","7","0"
"3401915","4","0"
"3401916","7","0"
"3401917","2","0"
"3401918","6","0"
"3401919","3","0"
"3401920","3","0"
"3401921","6","0"
"3401922","6","0"
"3401923","2","0"
"3401924","3","0"
"3401925","4","0"
"3401926","5","0"
"3401927","4","0"
"3401928","7","0"
"3401929","2","0"
"3401930","4","0"
"3401931","3","0"
"3401932","6","0"
"3401933","4","0"
"3401934","5","0"
"3401935","2","0"
"3401936","4","0"
"3401937","3","0"
"3401938","6","0"
"3401939","4","0"
"3401940","3","0"
"3401941","7","0"
"3401942","4","0"
"3401943","6","0"
"3401944","9","0"
"3401945","5","0"
"3401946","4","0"
"3401947","6","0"
"3401948","5","0"
"3401949","3","0"
"3401950","6","0"
"3401951","7","0"
"3401952","4","0"
"3401953","9","0"
"3401954","4","0"
"3401955","2","1"
"3401956","1","0"
"3401957","7","0"
"3401958","3","0"
"3401959","2","0"
"3401960","3","0"
"3401961","3","1"
"3401962","2","0"
"3401963","5","0"
"3401964","6","0"
"3401965","6","0"
"3401966","7","0"
"3401967","4","0"
"3401968","4","0"
"3401969","2","0"
"3401970","10","0"
"3401971","6","0"
"3401972","2","2"
"3401973","3","0"
"3401974","5","0"
"3401975","5","0"
"3401976","4","0"
"3401977","3","0"
"3401978","9","0"
"3401979","5","0"
"3401980","3","0"
