"height","block_counts","coalesce"
3351438,3,0
3351439,2,0
3351440,5,0
3351441,7,0
3351442,3,0
3351443,5,0
3351444,5,4
3351445,6,0
3351446,8,0
3351447,7,0
3351448,11,0
3351449,10,0
3351450,8,0
3351451,5,0
3351452,11,0
3351453,9,0
3351454,5,0
3351455,5,0
3351456,7,0
3351457,3,0
3351458,2,0
3351459,8,0
3351460,9,0
3351461,4,0
3351462,10,0
3351463,1,0
3351464,3,0
3351465,6,0
3351466,2,0
3351467,8,0
3351468,2,0
3351469,8,0
3351470,5,0
3351471,4,0
3351472,6,0
3351473,5,0
3351474,3,0
3351475,3,0
3351476,4,0
3351477,7,0
3351478,7,0
3351479,5,0
3351480,8,0
3351481,2,0
3351482,4,0
3351483,4,0
3351484,7,0
3351485,5,0
3351486,2,0
3351487,3,0
3351488,6,0
3351489,7,0
3351490,3,0
3351491,8,0
3351492,2,0
3351493,4,0
3351494,6,0
3351495,5,0
3351496,6,0
3351497,8,0
3351498,3,0
3351499,7,0
3351500,3,1
3351501,3,0
3351502,5,0
3351503,7,0
3351504,3,0
3351505,3,0
3351506,9,0
3351507,7,0
3351508,8,0
3351509,1,0
3351510,6,0
3351511,2,0
3351512,9,0
3351513,6,1
3351514,5,0
3351515,6,0
3351516,8,0
3351517,7,0
3351518,3,0
3351519,4,0
3351520,3,0
3351521,6,0
3351522,6,0
3351523,3,0
3351524,3,0
3351525,5,0
3351526,6,0
3351527,2,0
3351528,5,0
3351529,4,0
3351530,4,0
3351531,4,0
3351532,2,0
3351533,13,0
3351534,6,0
3351535,5,0
3351536,8,0
3351537,8,0
3351538,7,0
3351539,6,0
3351540,4,0
3351541,8,0
3351542,11,0
3351543,6,0
3351544,3,0
3351545,4,0
3351546,1,0
3351547,5,0
3351548,7,0
3351549,4,0
3351550,8,0
3351551,5,0
3351552,3,0
3351553,7,0
3351554,6,0
3351555,4,0
3351556,2,0
3351557,5,0
3351558,5,0
3351559,3,0
3351560,10,0
3351561,6,0
3351562,4,0
3351563,7,0
3351564,2,0
3351565,7,0
3351566,5,2
3351567,4,0
3351568,1,1
3351569,5,0
3351570,4,0
3351571,6,0
3351572,6,0
3351573,3,0
3351574,6,0
3351575,1,0
3351576,10,0
3351577,9,0
3351578,5,0
3351579,5,0
3351580,3,0
3351581,1,0
3351582,4,0
3351583,5,0
3351584,5,0
3351585,1,0
3351586,5,0
3351587,9,0
3351588,7,0
3351589,3,0
3351590,4,0
3351591,5,0
3351592,8,1
3351593,8,0
3351594,3,0
3351595,1,0
3351596,10,0
3351597,2,0
3351598,5,0
3351599,4,0
3351600,4,0
3351601,4,0
3351602,10,0
3351603,6,0
3351604,4,0
3351605,7,0
3351606,3,0
3351607,6,0
3351608,10,0
3351609,6,0
3351610,6,0
3351611,3,0
3351612,7,0
3351613,3,0
3351614,4,0
3351615,4,0
3351616,5,0
3351617,4,0
3351618,5,0
3351619,4,0
3351620,3,0
3351621,5,1
3351622,6,0
3351623,8,1
3351624,9,0
3351625,10,0
3351626,10,0
3351627,1,1
3351628,5,0
3351629,7,0
3351630,4,0
3351631,7,0
3351632,4,2
3351633,7,0
3351634,7,0
3351635,11,0
3351636,8,0
3351637,2,0
3351638,8,0
3351639,3,0
NULL,NULL,2
3351641,4,0
3351642,4,0
3351643,7,0
3351644,7,0
3351645,4,0
3351646,4,0
3351647,7,0
3351648,4,3
3351649,9,0
3351650,3,0
3351651,5,0
3351652,5,0
3351653,6,0
3351654,1,2
3351655,6,0
3351656,3,0
3351657,5,1
3351658,3,1
3351659,3,0
3351660,3,0
3351661,9,0
3351662,5,0
3351663,5,0
3351664,11,0
3351665,6,0
3351666,7,0
3351667,6,0
3351668,3,0
3351669,5,0
3351670,5,0
3351671,5,0
3351672,4,0
3351673,3,0
3351674,1,1
3351675,2,0
3351676,4,0
3351677,6,0
3351678,4,0
3351679,3,0
3351680,7,0
3351681,9,0
3351682,5,0
3351683,5,0
3351684,3,0
3351685,3,0
3351686,3,0
3351687,4,0
3351688,7,0
3351689,4,1
3351690,3,0
3351691,5,0
3351692,6,0
3351693,7,0
"3351694","3","0"
"3351695","5","0"
"3351696","4","0"
"3351697","4","0"
"3351698","3","0"
"3351699","6","0"
"3351700","3","0"
"3351701","6","0"
"3351702","3","0"
"3351703","2","0"
"3351704","4","0"
"3351705","2","0"
"3351706","3","0"
"3351707","4","0"
"3351708","8","0"
"3351709","1","1"
"3351710","5","0"
"3351711","5","0"
"3351712","6","0"
"3351713","5","0"
"3351714","7","0"
"3351715","6","0"
"3351716","2","2"
"3351717","4","0"
"3351718","2","0"
"3351719","4","0"
"3351720","1","0"
"3351721","7","0"
"3351722","5","0"
"3351723","2","0"
"3351724","5","0"
"3351725","2","0"
"3351726","5","0"
"3351727","1","0"
"3351728","5","0"
"3351729","1","0"
"3351730","7","0"
"3351731","5","0"
"3351732","4","0"
"3351733","4","0"
"3351734","2","1"
"3351735","9","0"
"3351736","9","0"
"3351737","7","0"
"3351738","3","0"
"3351739","6","0"
"3351740","3","0"
"3351741","1","0"
"3351742","5","0"
"3351743","9","0"
"3351744","6","0"
"3351745","6","0"
"3351746","5","0"
"3351747","6","0"
"3351748","6","0"
"3351749","5","0"
"3351750","8","0"
"3351751","4","0"
"3351752","4","0"
"3351753","6","0"
"3351754","6","0"
"3351755","4","0"
"3351756","3","0"
"3351757","6","0"
"3351758","4","0"
"3351759","7","0"
"3351760","6","0"
"3351761","3","0"
"3351762","5","0"
"3351763","4","0"
"3351764","4","0"
"3351765","7","0"
"3351766","3","1"
"3351767","4","0"
"3351768","5","0"
"3351769","6","0"
"3351770","5","0"
"3351771","8","0"
"3351772","3","0"
"3351773","4","0"
"3351774","8","0"
"3351775","4","0"
"3351776","6","0"
"3351777","8","0"
"3351778","7","0"
"3351779","3","1"
"3351780","6","0"
"3351781","4","0"
"3351782","4","0"
"3351783","3","0"
"3351784","2","0"
"3351785","6","0"
"3351786","5","0"
"3351787","3","0"
"3351788","1","1"
"3351789","6","0"
"3351790","3","0"
"3351791","4","0"
"3351792","3","0"
"3351793","3","0"
"3351794","5","0"
"3351795","3","0"
"3351796","5","0"
"3351797","5","0"
"3351798","6","0"
"3351799","3","0"
"3351800","12","1"
"3351801","8","0"
"3351802","5","0"
"3351803","6","0"
"3351804","4","0"
"3351805","6","0"
"3351806","5","0"
"3351807","10","0"
"3351808","2","0"
"3351809","2","0"
"3351810","8","0"
"3351811","5","0"
"3351812","3","0"
"3351813","3","0"
"3351814","7","0"
"3351815","8","0"
"3351816","1","0"
"3351817","3","0"
"3351818","9","0"
"3351819","5","0"
"3351820","8","0"
"3351821","4","0"
"3351822","5","0"
"3351823","7","0"
"3351824","9","0"
"3351825","8","0"
"3351826","9","0"
"3351827","2","0"
"3351828","5","0"
"3351829","6","0"
"3351830","4","0"
"3351831","5","0"
"3351832","5","0"
"3351833","3","0"
"3351834","7","0"
"3351835","4","0"
"3351836","6","0"
"3351837","4","0"
"3351838","2","0"
"3351839","4","0"
"3351840","3","0"
"3351841","3","0"
"3351842","1","0"
"3351843","7","0"
"3351844","8","0"
"3351845","5","0"
"3351846","5","0"
"3351847","5","0"
"3351848","4","0"
"3351849","9","0"
"3351850","6","0"
"3351851","5","0"
"3351852","2","0"
"3351853","4","0"
"3351854","5","0"
"3351855","9","1"
"3351856","3","0"
"3351857","6","0"
"3351858","1","0"
"3351859","4","0"
"3351860","2","0"
"3351861","3","0"
"3351862","6","0"
"3351863","5","0"
"3351864","4","0"
"3351865","9","0"
"3351866","7","0"
"3351867","5","0"
"3351868","2","0"
"3351869","4","0"
"3351870","9","0"
"3351871","2","0"
"3351872","2","0"
"3351873","6","0"
"3351874","9","0"
"3351875","5","0"
"3351876","2","0"
"3351877","3","0"
"3351878","5","0"
"3351879","6","0"
"3351880","3","0"
"3351881","6","0"
"3351882","6","0"
"3351883","5","0"
"3351884","4","1"
"3351885","3","0"
"3351886","3","0"
"3351887","8","1"
"3351888","6","0"
"3351889","3","0"
"3351890","5","0"
"3351891","7","0"
"3351892","6","0"
"3351893","8","0"
"3351894","3","0"
"3351895","6","0"
"3351896","3","0"
"3351897","7","0"
"3351898","3","0"
"3351899","5","0"
"3351900","4","0"
"3351901","6","0"
"3351902","3","0"
"3351903","6","0"
"3351904","1","0"
"3351905","5","0"
"3351906","6","0"
"3351907","10","0"
"3351908","3","0"
"3351909","6","0"
"3351910","4","0"
"3351911","4","0"
"3351912","7","0"
"3351913","5","0"
"3351914","9","0"
"3351915","7","0"
"3351916","4","0"
"3351917","4","0"
"3351918","8","0"
"3351919","5","0"
"3351920","6","0"
"3351921","8","0"
"3351922","7","0"
"3351923","6","0"
"3351924","1","0"
"3351925","5","0"
"3351926","10","0"
"3351927","4","0"
"3351928","8","0"
"3351929","4","0"
"3351930","9","0"
"3351931","5","0"
"3351932","3","0"
"3351933","5","0"
"3351934","5","0"
"3351935","4","0"
"3351936","1","4"
"3351937","3","0"
"3351938","7","0"
"3351939","5","0"
"3351940","4","0"
"3351941","7","0"
"3351942","3","0"
"3351943","5","0"
"3351944","5","0"
"3351945","4","0"
"3351946","4","0"
"3351947","2","1"
"3351948","6","0"
"3351949","1","0"
"3351950","5","0"
"3351951","6","0"
"3351952","2","0"
"3351953","9","0"
"3351954","5","0"
"3351955","4","0"
"3351956","5","0"
"3351957","7","0"
"3351958","5","0"
"3351959","4","0"
"3351960","6","0"
"3351961","3","0"
"3351962","5","0"
"3351963","3","3"
"3351964","1","0"
"3351965","5","0"
"3351966","4","0"
"3351967","3","0"
"3351968","3","0"
"3351969","1","0"
"3351970","8","0"
"3351971","6","0"
"3351972","10","0"
"3351973","5","0"
"3351974","4","0"
"3351975","1","0"
"3351976","3","0"
"3351977","6","0"
"3351978","7","0"
"3351979","4","0"
"3351980","4","0"
"3351981","1","0"
"3351982","7","0"
"3351983","4","0"
"3351984","4","0"
"3351985","3","0"
"3351986","8","0"
"3351987","5","0"
"3351988","8","0"
"3351989","6","0"
"3351990","8","0"
"3351991","4","5"
"3351992","2","1"
"3351993","1","0"
"3351994","3","0"
"3351995","8","0"
"3351996","2","0"
"3351997","5","0"
"3351998","4","1"
"3351999","8","0"
"3352000","5","0"
"3352001","7","0"
"3352002","7","0"
"3352003","5","0"
"3352004","5","0"
"3352005","6","0"
"3352006","3","0"
"3352007","3","0"
"3352008","4","0"
"3352009","6","0"
"3352010","3","0"
"3352011","2","0"
"3352012","4","0"
"3352013","4","0"
"3352014","7","0"
"3352015","4","0"
"3352016","6","0"
"3352017","5","0"
"3352018","6","0"
"3352019","2","0"
"3352021","5","0"
"3352022","8","0"
"3352023","1","0"
"3352024","6","0"
"3352025","2","0"
"3352026","6","0"
"3352027","5","0"
"3352028","8","0"
"3352029","2","0"
"3352030","6","0"
"3352031","6","0"
"3352032","4","0"
"3352033","5","0"
"3352034","5","0"
"3352035","8","0"
"3352036","6","0"
"3352037","4","0"
"3352038","2","0"
"3352039","10","0"
"3352040","7","0"
"3352041","5","0"
"3352042","6","0"
"3352043","7","0"
"3352044","6","1"
"3352045","6","0"
"3352047","5","0"
"3352048","4","0"
"3352049","2","2"
"3352050","4","0"
"3352051","4","0"
"3352052","8","0"
"3352053","6","0"
"3352054","6","0"
"3352055","4","0"
"3352056","4","0"
"3352057","2","0"
"3352058","4","0"
"3352059","6","0"
"3352060","2","0"
"3352061","4","0"
"3352062","4","0"
"3352063","7","0"
"3352064","3","0"
"3352065","1","2"
"3352066","6","0"
"3352067","4","0"
"3352068","3","0"
"3352069","6","0"
"3352070","10","0"
"3352071","4","0"
"3352072","6","0"
"3352073","6","0"
"3352074","3","0"
"3352075","9","0"
"3352076","7","0"
"3352077","9","0"
"3352078","5","0"
"3352079","8","0"
"3352080","6","0"
"3352081","8","0"
"3352082","3","0"
"3352083","3","0"
"3352084","1","0"
"3352085","8","0"
"3352086","7","1"
"3352087","5","0"
"3352088","9","0"
"3352089","2","0"
"3352090","3","0"
"3352091","4","0"
"3352092","6","0"
"3352093","10","0"
"3352094","2","2"
"3352095","8","0"
"3352096","2","0"
"3352097","2","0"
"3352098","3","0"
"3352099","4","0"
"3352100","3","0"
"3352101","8","0"
"3352102","4","0"
"3352103","5","0"
"3352104","5","1"
"3352105","8","0"
"3352106","4","0"
"3352107","3","0"
"3352108","5","0"
"3352109","7","0"
"3352110","4","1"
"3352111","5","0"
"3352112","5","0"
"3352113","8","0"
"3352114","1","0"
"3352115","5","0"
"3352116","3","0"
"3352117","5","0"
"3352118","3","0"
"3352119","5","0"
"3352120","5","0"
"3352121","14","0"
"3352122","1","1"
"3352123","8","0"
"3352124","7","0"
"3352125","6","0"
"3352126","9","0"
"3352127","6","0"
"3352128","2","0"
"3352129","5","0"
"3352130","12","0"
"3352131","8","0"
"3352132","3","0"
"3352133","4","0"
"3352134","5","0"
"3352135","4","0"
"3352136","3","1"
"3352137","4","0"
"3352138","3","0"
"3352139","4","0"
"3352140","9","0"
"3352141","1","0"
"3352142","3","0"
"3352143","4","0"
"3352144","4","0"
"3352145","1","0"
"3352146","3","0"
"3352147","6","0"
"3352148","11","1"
"3352149","7","0"
"3352150","2","0"
"3352151","3","0"
"3352152","3","0"
"3352153","4","0"
"3352154","5","0"
"3352155","4","0"
"3352156","3","0"
"3352157","3","1"
"3352158","5","0"
"3352159","6","0"
"3352160","6","0"
"3352161","4","0"
"3352162","4","0"
"3352163","5","0"
"3352164","4","0"
"3352165","3","0"
"3352166","2","0"
"3352167","6","0"
"3352168","4","0"
"3352169","5","0"
"3352170","4","0"
"3352171","5","0"
"3352172","5","0"
"3352173","4","0"
"3352174","7","0"
"3352175","5","0"
"3352176","3","0"
"3352177","3","0"
"3352178","7","0"
"3352179","3","0"
"3352180","3","0"
"3352181","2","0"
"3352182","7","0"
"3352183","3","0"
"3352184","5","1"
"3352185","8","0"
"3352186","6","0"
"3352187","6","0"
"3352188","5","0"
"3352189","5","0"
"3352190","5","0"
"3352191","2","0"
"3352192","3","0"
"3352193","6","0"
"3352194","5","0"
"3352195","8","0"
"3352196","2","0"
"3352197","4","0"
"3352198","2","0"
"3352199","5","0"
"3352200","5","0"
"3352201","3","0"
"3352202","4","0"
"3352203","3","1"
"3352204","2","0"
"3352205","5","0"
"3352206","4","0"
"3352207","6","0"
"3352208","5","1"
"3352209","3","0"
"3352210","1","1"
"3352211","6","0"
"3352212","5","0"
"3352213","6","0"
"3352214","10","0"
"3352215","4","0"
"3352216","9","0"
"3352217","5","0"
"3352218","5","0"
"3352219","7","0"
"3352220","2","0"
"3352221","6","0"
"3352222","4","0"
"3352223","6","0"
"3352224","4","4"
"3352225","1","1"
"3352226","7","0"
"3352227","4","0"
"3352228","5","0"
"3352229","7","0"
"3352230","7","0"
"3352231","8","0"
"3352232","4","0"
"3352233","3","0"
"3352234","5","0"
"3352235","4","0"
"3352236","5","0"
"3352237","6","0"
"3352238","6","0"
"3352239","6","0"
"3352241","6","0"
"3352242","3","0"
"3352243","4","0"
"3352244","3","0"
"3352245","5","0"
"3352246","9","0"
"3352247","3","0"
"3352248","7","0"
"3352249","5","0"
"3352250","4","0"
"3352251","4","0"
"3352252","5","0"
"3352253","2","0"
"3352254","3","0"
"3352255","5","0"
"3352256","6","0"
"3352257","5","0"
"3352258","1","0"
"3352259","7","0"
"3352260","3","0"
"3352261","3","0"
"3352262","3","0"
"3352263","5","0"
"3352264","6","0"
"3352265","6","0"
"3352266","2","0"
"3352267","3","0"
"3352268","4","0"
"3352269","5","0"
"3352270","1","0"
"3352271","7","0"
"3352272","6","0"
"3352273","8","0"
"3352274","3","0"
"3352275","6","0"
"3352276","8","0"
"3352277","6","0"
"3352278","5","0"
"3352279","5","0"
"3352280","6","0"
"3352281","4","0"
"3352282","8","0"
"3352283","7","0"
"3352284","5","0"
"3352285","4","0"
"3352286","3","0"
"3352287","5","0"
"3352288","3","0"
"3352289","4","0"
"3352290","3","0"
"3352291","6","0"
"3352292","7","0"
"3352293","4","0"
"3352294","4","0"
"3352295","3","0"
"3352296","7","0"
"3352297","7","1"
"3352298","7","0"
"3352299","6","0"
"3352300","3","0"
"3352301","5","0"
"3352302","7","0"
"3352303","2","0"
"3352304","5","0"
"3352305","4","0"
"3352306","7","0"
"3352307","3","0"
"3352308","2","0"
"3352309","5","0"
"3352310","3","2"
"3352311","8","0"
"3352312","2","0"
"3352313","10","0"
"3352314","5","0"
"3352315","2","0"
"3352316","8","0"
"3352317","3","0"
"3352318","5","0"
"3352319","5","0"
"3352320","5","0"
"3352321","5","0"
"3352322","5","0"
"3352323","6","0"
"3352324","7","0"
"3352325","4","0"
"3352326","4","0"
"3352327","4","0"
"3352328","5","0"
"3352329","7","0"
"3352330","6","0"
"3352331","8","0"
"3352332","5","0"
"3352333","2","0"
"3352334","5","0"
"3352335","5","0"
"3352336","6","0"
"3352337","6","0"
"3352338","7","0"
"3352339","2","0"
"3352340","3","0"
"3352341","6","0"
"3352342","5","0"
"3352343","7","0"
"3352344","7","0"
"3352345","2","0"
"3352346","6","0"
"3352347","5","0"
"3352348","4","0"
"3352349","9","0"
"3352350","4","0"
"3352352","6","0"
"3352353","5","0"
"3352354","4","0"
"3352355","5","0"
"3352356","6","0"
"3352357","4","0"
"3352358","5","0"
"3352359","10","0"
"3352360","4","0"
"3352361","8","0"
"3352362","2","1"
"3352363","5","0"
"3352364","3","0"
"3352365","4","0"
"3352366","6","0"
"3352367","5","0"
"3352368","7","0"
"3352369","5","1"
"3352370","4","0"
"3352371","5","0"
"3352372","5","0"
"3352373","5","0"
"3352374","5","0"
"3352375","6","0"
"3352376","4","0"
"3352377","5","0"
"3352378","3","0"
"3352379","6","0"
"3352380","4","0"
"3352381","6","0"
"3352382","2","0"
"3352383","5","0"
"3352384","2","0"
"3352385","4","0"
"3352386","1","0"
"3352387","2","0"
"3352388","5","0"
"3352389","7","0"
"3352390","7","0"
"3352391","6","0"
"3352392","3","0"
"3352393","3","0"
"3352394","2","0"
"3352395","4","0"
"3352396","3","0"
"3352397","4","0"
"3352399","6","0"
"3352400","6","0"
"3352401","4","0"
"3352402","1","1"
"3352403","3","0"
"3352404","6","0"
"3352405","6","0"
"3352406","6","0"
"3352407","4","0"
"3352408","5","0"
"3352409","6","0"
"3352410","4","0"
"3352411","4","0"
"3352412","2","1"
"3352413","6","0"
"3352414","2","1"
"3352415","5","0"
"3352417","7","1"
"3352418","6","0"
"3352419","3","0"
"3352420","5","0"
"3352421","5","0"
"3352422","6","0"
"3352423","5","0"
"3352424","6","0"
"3352425","4","0"
"3352426","5","0"
"3352427","7","0"
"3352428","3","0"
"3352429","3","0"
"3352430","5","0"
"3352431","10","0"
"3352432","5","0"
"3352433","3","0"
"3352434","8","0"
"3352435","8","0"
"3352436","5","0"
"3352437","5","0"
"3352438","8","0"
"3352439","6","0"
"3352440","7","0"
"3352441","6","0"
"3352442","4","0"
"3352443","1","0"
"3352444","4","0"
"3352445","2","0"
"3352446","9","0"
"3352447","5","0"
"3352448","6","0"
"3352449","11","0"
"3352450","5","0"
"3352451","7","0"
"3352452","7","0"
"3352453","6","0"
"3352454","4","0"
"3352455","6","0"
"3352456","5","0"
"3352457","3","0"
"3352458","4","0"
"3352459","1","0"
"3352460","5","0"
"3352461","5","0"
"3352462","5","0"
"3352463","5","0"
"3352464","6","0"
"3352465","3","3"
"3352466","5","0"
"3352467","3","0"
"3352468","2","1"
"3352469","5","0"
"3352470","6","0"
"3352471","3","0"
"3352472","12","0"
"3352473","6","0"
"3352474","6","0"
"3352475","4","1"
"3352476","4","1"
"3352477","7","0"
"3352478","4","0"
"3352479","5","0"
"3352480","11","0"
"3352481","1","0"
"3352482","4","0"
"3352483","8","0"
"3352484","9","0"
"3352485","4","0"
"3352486","5","0"
"3352487","4","2"
"3352488","8","0"
"3352489","7","0"
"3352490","8","0"
"3352491","2","0"
"3352492","7","0"
"3352493","2","0"
"3352494","2","0"
"3352495","5","0"
"3352496","1","2"
"3352497","7","0"
"3352498","2","0"
"3352499","7","0"
"3352500","4","0"
"3352501","6","0"
"3352502","6","0"
"3352503","3","0"
"3352504","8","0"
"3352505","1","2"
"3352506","3","0"
"3352507","7","0"
"3352508","6","0"
"3352509","6","0"
"3352510","5","0"
"3352512","8","0"
"3352513","3","0"
"3352514","3","0"
"3352515","4","0"
"3352516","4","0"
"3352517","6","0"
"3352518","5","0"
"3352519","3","0"
"3352520","10","0"
"3352521","5","0"
"3352522","4","0"
"3352523","7","0"
"3352524","3","0"
"3352525","4","0"
"3352526","7","0"
"3352527","1","0"
"3352528","5","0"
"3352529","4","0"
"3352530","4","0"
"3352531","3","0"
"3352532","5","0"
"3352533","2","0"
"3352534","3","0"
"3352535","7","0"
"3352536","2","0"
"3352537","3","0"
"3352538","7","0"
"3352539","3","0"
"3352540","5","0"
"3352541","8","0"
"3352542","6","0"
"3352543","4","0"
"3352544","6","0"
"3352545","2","0"
"3352546","7","0"
"3352547","6","0"
"3352548","3","0"
"3352549","6","0"
"3352550","4","0"
"3352551","9","0"
"3352552","4","0"
"3352553","4","0"
"3352554","4","0"
"3352555","5","0"
"3352556","5","0"
"3352557","4","0"
"3352558","3","0"
"3352559","3","0"
"3352560","7","1"
"3352561","3","0"
"3352562","8","0"
"3352563","7","0"
"3352564","5","0"
"3352565","7","0"
"3352566","7","0"
"3352567","2","0"
"3352568","2","0"
"3352569","4","0"
"3352570","3","0"
"3352571","8","0"
"3352572","5","0"
"3352573","6","0"
"3352574","3","0"
"3352575","7","0"
"3352576","4","0"
"3352577","8","0"
"3352578","3","0"
"3352579","4","0"
"3352580","3","0"
"3352581","5","0"
"3352582","5","0"
"3352583","3","1"
"3352584","4","0"
"3352585","5","0"
"3352586","3","0"
"3352587","5","0"
"3352588","4","0"
"3352589","3","0"
"3352590","3","0"
"3352591","3","0"
"3352593","7","0"
"3352594","2","0"
"3352595","7","0"
"3352596","4","0"
"3352597","5","0"
"3352598","4","0"
"3352599","5","0"
"3352600","3","0"
"3352601","6","0"
"3352602","3","0"
"3352603","9","0"
"3352604","6","0"
"3352605","4","0"
"3352606","8","0"
"3352607","2","0"
"3352608","2","0"
"3352609","3","0"
"3352610","5","0"
"3352611","9","0"
"3352612","12","0"
"3352613","3","0"
"3352614","7","0"
"3352615","3","0"
"3352616","9","0"
"3352617","3","0"
"3352618","4","0"
"3352619","5","0"
"3352620","5","0"
"3352621","3","0"
"3352622","3","0"
"3352623","5","0"
"3352624","3","0"
"3352625","3","0"
"3352626","7","0"
"3352627","4","1"
"3352628","3","0"
"3352629","4","0"
"3352630","3","0"
"3352631","6","0"
"3352632","9","0"
"3352633","7","0"
"3352634","6","0"
"3352635","4","0"
"3352636","5","0"
"3352637","5","0"
"3352638","10","0"
"3352639","2","0"
"3352640","4","0"
"3352641","10","0"
"3352642","3","0"
"3352643","5","0"
"3352644","4","0"
"3352645","3","0"
"3352646","3","0"
"3352647","5","0"
"3352648","10","0"
"3352649","7","0"
"3352650","2","0"
"3352651","4","0"
"3352652","5","0"
"3352653","6","0"
"3352654","4","0"
"3352655","3","0"
"3352656","1","0"
"3352657","5","0"
"3352658","7","0"
"3352659","2","0"
"3352660","5","0"
"3352661","7","0"
"3352662","5","0"
"3352663","5","0"
"3352664","1","0"
"3352665","5","0"
"3352666","4","0"
"3352667","4","0"
"3352668","3","2"
"3352669","3","0"
"3352670","2","0"
"3352671","5","0"
"3352672","3","0"
"3352673","9","0"
"3352674","3","0"
"3352675","6","0"
"3352676","4","0"
"3352677","5","0"
"3352678","2","0"
"3352679","5","0"
"3352681","2","0"
"3352682","5","0"
"3352683","2","0"
"3352684","2","0"
"3352685","3","0"
"3352686","5","0"
"3352687","2","0"
"3352688","4","0"
"3352689","5","0"
"3352690","7","0"
"3352691","6","0"
"3352692","7","0"
"3352693","2","0"
"3352694","5","0"
"3352695","6","0"
"3352696","6","0"
"3352697","8","0"
"3352698","6","0"
"3352699","7","0"
"3352700","5","2"
"3352701","5","0"
"3352702","7","0"
"3352703","4","0"
"3352704","5","0"
"3352705","4","0"
"3352706","3","0"
"3352707","7","0"
"3352708","1","0"
"3352709","3","0"
"3352710","9","0"
"3352711","4","0"
"3352712","5","0"
"3352713","4","0"
"3352714","8","1"
"3352715","7","0"
"3352716","8","0"
"3352717","2","0"
"3352718","4","0"
"3352719","7","0"
"3352720","4","0"
"3352721","5","0"
"3352722","5","0"
"3352723","4","0"
"3352724","5","0"
"3352725","7","0"
"3352726","11","0"
"3352727","7","0"
"3352728","2","0"
"3352729","8","0"
"3352730","6","0"
"3352731","3","0"
"3352732","4","0"
"3352733","5","2"
"3352734","6","0"
"3352735","2","0"
"3352736","2","0"
"3352737","5","0"
"3352738","3","0"
"3352739","3","0"
"3352740","9","1"
"3352741","9","0"
"3352742","13","0"
"3352743","4","0"
"3352744","2","0"
"3352745","6","1"
"3352746","6","0"
"3352747","4","0"
"3352748","4","0"
"3352749","7","0"
"3352750","6","0"
"3352751","7","0"
"3352752","8","0"
"3352753","5","0"
"3352754","4","0"
"3352755","8","0"
"3352756","4","0"
"3352757","8","0"
"3352758","8","0"
"3352759","4","0"
"3352760","7","1"
"3352761","1","3"
"3352762","3","1"
"3352763","7","0"
"3352764","9","0"
"3352765","5","0"
"3352766","5","0"
"3352767","4","0"
"3352768","3","0"
"3352769","5","0"
"3352770","5","1"
"3352771","4","0"
"3352772","1","0"
"3352773","3","0"
"3352774","4","0"
"3352775","1","0"
"3352776","6","0"
"3352777","7","0"
"3352778","3","0"
"3352779","3","0"
"3352780","4","0"
"3352781","6","0"
"3352782","8","0"
"3352783","6","0"
"3352785","1","0"
"3352786","7","0"
"3352787","3","0"
"3352788","5","0"
"3352789","8","0"
"3352790","4","0"
"3352791","2","0"
"3352792","7","0"
"3352793","9","0"
"3352794","6","1"
"3352795","6","0"
"3352796","7","0"
"3352797","7","0"
"3352798","4","0"
"3352799","4","0"
"3352800","4","0"
"3352801","10","0"
"3352802","5","0"
"3352803","10","0"
"3352804","4","0"
"3352805","10","0"
"3352806","4","0"
"3352807","4","0"
"3352808","5","0"
"3352809","4","0"
"3352810","6","0"
"3352811","7","0"
"3352812","4","0"
"3352813","3","0"
"3352814","5","0"
"3352815","2","0"
"3352816","3","0"
"3352817","7","1"
"3352818","7","0"
"3352819","7","1"
"3352820","7","0"
"3352821","7","1"
"3352822","5","0"
"3352823","5","0"
"3352824","5","0"
"3352825","3","0"
"3352826","6","0"
"3352827","1","0"
"3352828","1","0"
"3352829","4","0"
"3352830","3","0"
"3352831","2","0"
"3352832","5","0"
"3352833","5","0"
"3352834","6","1"
"3352835","5","0"
"3352836","9","0"
"3352837","6","0"
"3352838","4","0"
"3352839","1","0"
"3352840","4","0"
"3352841","7","0"
"3352842","4","0"
"3352843","4","0"
"3352844","6","0"
"3352845","6","0"
"3352846","5","0"
"3352847","2","2"
"3352848","3","0"
"3352849","4","0"
"3352850","5","0"
"3352851","5","0"
"3352852","6","0"
"3352853","8","0"
"3352854","3","0"
"3352855","5","0"
"3352856","6","0"
"3352857","6","0"
"3352858","2","0"
"3352859","2","0"
"3352860","2","0"
"3352861","5","0"
"3352862","6","0"
"3352863","4","0"
